latitude,longitude,AGB
-9.822627929,-69.5081748,176.3257766
-9.726633499,-69.57422953,207.8841109
-10.47298389,-68.89553327,358.8438485
-10.2560417,-69.19612325,191.5366876
-9.879128752,-68.255642,178.1246018
-10.19459035,-69.56333766,180.4289317
-10.28770582,-68.62972795,163.6275997
-9.752868212,-69.59325932,165.499613
-9.764190521,-68.98682476,177.858352
-9.694998539,-68.47051926,270.2319605
-9.712262708,-68.44020904,70.06611755
-10.03516386,-68.88690568,188.0964691
-9.830553771,-68.71559435,165.5460057
-10.43929832,-69.51408538,351.1381499
-10.42918004,-68.72749222,137.5519789
-10.17977259,-68.47686752,220.0737354
-10.1879893,-68.56325044,172.9565234
-9.61156215,-69.27148758,176.5628075
-10.75803227,-68.9351461,195.7392406
-9.579822037,-69.58192251,161.6846676
-10.5869505,-68.98711439,342.4151939
-9.836517966,-68.70574396,223.0777711
-9.857339384,-68.24133411,133.2913915
-10.73355659,-69.41210581,163.5799479
-9.729806973,-69.22817704,127.7677316
-10.49451018,-68.69457262,150.8063027
-10.59508328,-68.97873021,328.7978506
-10.17494742,-69.51246795,247.1302543
-10.73781297,-68.95588994,206.4964905
-10.30196543,-69.17247986,274.7951933
-10.16198035,-69.2793316,126.427592
-9.73713359,-69.32446614,213.9978049
-9.760166452,-68.14679211,138.712601
-9.988107421,-69.50223268,176.3790816
-10.66061722,-69.06321466,263.2932037
-9.68732362,-69.26562634,334.4516701
-10.72825962,-69.37776451,202.9096391
-10.65870651,-69.06846367,358.7031271
-9.655986723,-69.15268393,236.8239523
-10.3019944,-69.39644421,198.7529512
-10.42425419,-68.49561271,317.2588325
-10.61170335,-69.4032624,322.1336205
-9.79961116,-69.55892383,205.0629325
-9.74519993,-68.95070652,260.0175639
-10.087036,-69.24542614,13.89199577
-10.23038293,-69.33683182,315.2211764
-10.12089782,-68.47151743,200.9231764
-10.11576395,-68.94628053,256.6667015
-9.690905059,-68.59197818,240.5683506
-9.600759136,-69.30163414,224.9820183
-9.839477924,-69.30201438,15.48536974
-10.09341322,-69.48164193,174.1865754
-9.870783945,-69.13099125,178.2844868
-10.2737918,-69.33216085,323.7304646
-9.675384293,-69.24691801,162.5629607
-10.39578771,-69.12475431,158.4223119
-10.73387414,-68.8929651,201.1410733
-9.947247078,-69.3593147,371.6061896
-10.60435344,-68.83552763,190.0993803
-9.98518611,-68.55785158,114.7164501
-9.947789492,-69.37434678,198.8880072
-10.65462902,-68.85850765,283.5865488
-10.02569141,-68.56584777,21.39544189
-10.43304908,-69.52860976,298.6505948
-9.776402158,-68.68305945,215.3129117
-9.807599023,-68.69172806,132.6195109
-9.5500208,-68.21664467,168.8719956
-9.875709559,-68.74872707,335.189324
-9.805606788,-69.25534983,237.8814912
-9.79381383,-69.1599772,137.2733215
-10.14115818,-69.27805725,137.9492273
-9.802063423,-68.27924415,12.42509732
-10.26171179,-68.59694118,216.698558
-9.772106466,-68.3725317,24.86462848
-10.71164648,-68.95015878,9.99630933
-10.08338949,-68.19516637,237.7708854
-9.922607073,-69.3413293,397.1209384
